agency,committee_url,name,status,url_from,url_to
Department of the Interior,https://www.blm.gov/get-involved/rac/california/central-california-rac,Central California Resource Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqbAAA
Department of the Interior,mailto:kevin_brandt@nps.gov,Chesapeake and Ohio Canal National Historical Park Commission,Administratively Inactive,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzoZAAQ
Department of the Interior,https://www.blm.gov/get-involved/rac/california/california-desert-district,California Desert District Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzq6AAA
Department of the Interior,https://www.bie.edu/Programs/SpecialEd/AdvisoryBoard/index.htm,Bureau of Indian Affairs Advisory Board for Exceptional Children,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsOAAQ
Department of the Interior,http://www.nps.gov/cebe/parkmgmt/park-advisory-commission.htm,CEDAR CREEK AND BELLE GROVE NATIONAL HISTORICAL PARK,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzkEAAQ
Department of the Interior,https://www.blm.gov/get-involved/resource-advisory-council/near-you/Idaho/couerdalene-district-RAC,Coeur dAlene District Resource Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqrAAA
Department of the Interior,https://www.doi.gov/subsistence/regions/bb,Bristol Bay Subsistence Regional Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqyAAA
Department of the Interior,https://www.blm.gov/get-involved/resource-advisory-council/near-you/Idaho/boise-district-RAC,Boise District Resource Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzp1AAA
Department of the Interior,https://www.blm.gov/get-involved/resource-advisory-council/near-you/arizona,Arizona Resource Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzq0AAA
Department of the Interior,http://anstaskforce.gov,Aquatic Nuisance Species Task Force,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gznfAAA
Department of the Interior,https://www.blm.gov/get-involved/resource-advisory-council/near-you/new-mexico/albuquerque-district-rac,Albuquerque District Resource Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzoNAAQ
Department of the Interior,https://www.blm.gov/get-involved/resource-advisory-council/near-me/utah/mac,Bears Ears National Monument Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001hCMPAA2
Department of the Interior,https://www.blm.gov/get-involved/resource-advisory-council/near-you/alaska/rac,Alaska Resource Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzosAAA
Department of the Interior,http://www.nps.gov/boha/index.htm,Boston Harbor Islands National Recreation Area Advisory Council,Administratively Inactive,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzolAAA
Department of the Interior,https://acwi.gov/,Advisory Committee on Water Information,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzouAAA
Department of State,http://www.pepfar.gov,HIV/AIDS Prevention of Mother to Child Transmission Expert Panel,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h269AAA
Department of the Interior,https://www.nps.gov/acad/getinvolved/acadia-advisory-commission.htm,Acadia National Park Advisory Commission,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzobAAA
Department of State,http://www.state.gov/e/eb/adcom/icwbl/,The Secretary of State's International Council on Women's Business Leadership,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1D7AAI
Department of State,http://www.state.gov/p/eap/regional/100000_strong/,"Advisory Committee on the 100,000 Strong Initiative",Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1FUAAY
Department of State,mailto:coffeym@state.gov,The Secretary of State's Advisory Committee on Transformational Diplomacy,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2b1AAA
Department of State,http://none,Advisory Committee to the U.S. National Section of the Inter-American Tropical Tuna Commission,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h0QhAAI
Department of State,http://www.state.gov/s/partnerships/ac/index.htm,Advisory Committee on Strategic Dialogue with Civil Society,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h09VAAQ
Department of State,mailto:heumannje@state.gov,Advisory Committee on Persons with Disabilities,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h29TAAQ
Department of State,mailto:hagenrs@state.gov,Advisory Committee on Labor Diplomacy,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3YqAAI
Department of State,mailto:shermanlnk@state.gov,Advisory Committee on Democracy Promotion,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h28kAAA
Department of State,mailto:schumandj2@state.gov,Advisory Committee on Cultural Diplomacy,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3KGAAY
Department of State,http://www.state.gov/e/eb/adcom/itac/index.htm,United States International Telecommunication Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsJAAQ
Department of State,mailto:mungaip@state.gov,United States National Commission for UNESCO,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzogAAA
Department of State,http://www.state.gov/pdcommission,United States Advisory Commission on Public Diplomacy,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzr9AAA
Department of State,http://www.state.gov/s/p/fapb/index.htm,Foreign Affairs Policy Board,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzp7AAA
Department of State,https://www.pmddtc.state.gov/ddtc_public,Defense Trade Advisory Group,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqiAAA
Department of State,https://overseasbuildings.state.gov/working/group,Industry Advisory Group,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzjvAAA
Department of State,http://www.osac.gov,Overseas Security Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqtAAA
Department of State,http://www.pepfar.gov/sab/,The President's Emergency Plan for Aids Relief,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsPAAQ
Department of State,http://www.state.gov/t/avc/isab/,International Security Advisory Board,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqxAAA
Department of State,http://www.state.gov/m/a/os/c6971.htm,Overseas Schools Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqaAAA
Department of State,mailto:coitojc@state.gov,Shipping Coordinating Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzp8AAA
Department of State,https://www.state.gov/p/wha/ci/cu/citf/index.htm,Cuba Internet Task Force,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzr5AAA
Department of State,http://eca.state.gov/cultural-heritage-center,Cultural Property Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzpSAAQ
Department of State,https://www.state.gov/advisory-committee-on-international-economic-policy/,Advisory Committee on International Economic Policy,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzrLAAQ
Department of State,https://www.state.gov/e/oes/ocns/267547.htm,Advisory Panel to the United States Section of the North Pacific Anadromous Fish Commission,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqfAAA
Department of State,http://www.state.gov/s/partnerships/ac/ppp/,Advisory Committee On Public-Private Partnerships,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzk5AAA
Department of State,http://www.state.gov/s/l/,Advisory Committee on International Law,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzkYAAQ
Department of State,http://www.state.gov/s/l/c3452.htm,Advisory Committee on Private International Law,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzpOAAQ
Department of State,mailto:dechaines@state.gov,Advisory Committee for the Study of Eastern Europe and the Independent States of the Former Soviet Union,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzreAAA
Department of Labor,http://not applicable,Youth Advisory Committee to the Presidential Task Force on Employment of Adults with Disabilities,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h45UAAQ
Department of State,https://history.state.gov/about/hac/meeting-notes,Advisory Committee on Historical Diplomatic Documentation,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzscAAA
Department of Labor,mailto:rosa.anthony@dol.gov,Whistleblower Protection Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqoAAA
Department of Labor,http://www.msha.gov/BeltAir/BeltAir.asp,Technical Study Panel on the Utilization of Belt Air and the Composition and Fire Retardant Properties of Belt Materials in Underground Coal Mining,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2dfAAA
Department of State,http://www.state.gov/e/eb/adcom/acicip/index.htm,Advisory Committee on Cyber and International Communications and Information Policy,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzq5AAA
Department of State,mailto:murphyjp@state.gov,Advisory Committee on International Postal and Delivery Services,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzrOAAQ
Department of Labor,http://www.osha.gov/SLTC/ergonomics/nat_advis_comm.html,National  Advisory Committee on Ergonomics,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3H0AAI
Department of Labor,http://www.wdsc.org/msfw/,Migrant and Seasonal Farmworker Employment and Training Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h48QAAQ
Department of Labor,mailto:peter.infante@osha-no.osha.gov,Standards Advisory Committee on Metalworking Fluids,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4puAAA
Department of Labor,http://President%27s Council on the 21st Century Workforce,President's Council on the 21st Century Workforce,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3a6AAA
Department of Labor,http://www.bls.gov/bls/lrac.htm,Labor Research Advisory Council to the Bureau of Labor Statistics,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2dyAAA
Department of Labor,http://www.osha.gov/dep/facosh/index.html,Federal Advisory Council on Occupational Safety and Health,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h08pAAA
Department of Labor,mailto:joe.daddura@osha-no.osha.gov,Fire Protection for Shipyard Employment Negotiated Rulemaking Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h48XAAQ
